user_id,timestamp,event_type,platform,app_name,duration
user_id 1,2026-04-04 12:27:22,purchase,mobile,whatsapp,101
user_id 1,2026-04-04 14:18:30,click,mobile,instagram,195
user_id 1,2026-04-04 04:56:31,purchase,mobile,youtube,531
user_id 1,2026-04-04 23:38:12,click,mobile,amazon,594
user_id 1,2026-04-04 06:43:17,like,web,instagram,426
user_id 1,2026-04-04 22:43:41,click,web,amazon,535
user_id 1,2026-04-04 18:21:57,like,web,whatsapp,578
user_id 1,2026-04-04 11:40:13,scroll,web,youtube,123
user_id 1,2026-04-04 18:55:53,scroll,mobile,twitter,242
user_id 1,2026-04-04 21:26:52,scroll,web,whatsapp,101
user_id 1,2026-04-04 22:02:38,app_open,mobile,twitter,79
user_id 1,2026-04-04 10:38:57,app_open,web,twitter,354
user_id 1,2026-04-04 22:56:55,app_open,web,whatsapp,414
user_id 1,2026-04-05 21:03:50,click,mobile,youtube,38
user_id 1,2026-04-05 11:17:52,app_open,mobile,twitter,72
user_id 1,2026-04-05 07:10:26,click,mobile,whatsapp,388
user_id 1,2026-04-05 17:39:40,scroll,mobile,amazon,354
user_id 1,2026-04-05 01:01:50,purchase,mobile,twitter,338
user_id 1,2026-04-05 07:38:04,click,mobile,whatsapp,375
user_id 1,2026-04-05 00:40:39,click,mobile,twitter,87
user_id 1,2026-04-05 15:01:26,purchase,mobile,twitter,527
user_id 1,2026-04-06 08:52:07,app_open,mobile,youtube,95
user_id 1,2026-04-06 20:29:13,scroll,web,instagram,392
user_id 1,2026-04-06 02:50:00,purchase,web,amazon,125
user_id 1,2026-04-06 15:36:52,purchase,mobile,youtube,79
user_id 1,2026-04-06 03:24:59,purchase,web,instagram,579
user_id 1,2026-04-06 13:59:25,like,web,twitter,549
user_id 1,2026-04-06 05:43:54,purchase,web,twitter,322
user_id 1,2026-04-06 21:55:32,app_open,mobile,amazon,23
user_id 1,2026-04-06 11:28:52,click,web,twitter,520
user_id 1,2026-04-06 06:19:13,like,mobile,amazon,48
user_id 1,2026-04-06 17:49:47,click,web,whatsapp,439
user_id 1,2026-04-06 00:57:34,like,web,youtube,262
user_id 1,2026-04-06 01:22:04,click,mobile,amazon,189
user_id 1,2026-04-06 00:54:08,scroll,mobile,instagram,266
user_id 1,2026-04-06 23:40:04,app_open,mobile,amazon,64
user_id 1,2026-04-07 21:20:35,purchase,mobile,amazon,278
user_id 1,2026-04-07 06:23:12,app_open,web,instagram,593
user_id 1,2026-04-07 03:06:50,purchase,web,whatsapp,290
user_id 1,2026-04-07 22:21:16,purchase,mobile,whatsapp,101
user_id 1,2026-04-07 12:33:37,purchase,mobile,youtube,411
user_id 1,2026-04-07 01:37:40,scroll,mobile,youtube,215
user_id 1,2026-04-08 01:51:27,click,web,instagram,214
user_id 1,2026-04-08 12:31:58,app_open,mobile,amazon,439
user_id 1,2026-04-08 17:38:19,click,web,instagram,18
user_id 1,2026-04-08 12:02:50,like,web,instagram,117
user_id 1,2026-04-08 03:54:22,scroll,web,twitter,417
user_id 1,2026-04-08 11:04:26,click,web,instagram,118
user_id 1,2026-04-08 15:10:34,like,web,youtube,48
user_id 1,2026-04-08 16:07:37,app_open,web,youtube,249
user_id 1,2026-04-08 22:49:03,like,web,twitter,199
user_id 1,2026-04-08 13:51:44,app_open,mobile,instagram,52
user_id 1,2026-04-08 07:34:43,purchase,mobile,instagram,143
user_id 1,2026-04-08 01:33:01,app_open,mobile,amazon,506
user_id 1,2026-04-08 23:55:30,click,mobile,twitter,531
user_id 1,2026-04-09 22:32:29,like,web,whatsapp,275
user_id 1,2026-04-09 20:43:27,app_open,web,instagram,439
user_id 1,2026-04-09 15:36:18,scroll,web,youtube,18
user_id 1,2026-04-09 06:18:39,purchase,mobile,amazon,20
user_id 1,2026-04-09 00:07:14,app_open,web,instagram,18
user_id 1,2026-04-10 09:14:20,app_open,web,whatsapp,299
user_id 1,2026-04-10 19:55:46,click,web,twitter,221
user_id 1,2026-04-10 01:26:37,click,web,instagram,226
user_id 1,2026-04-10 16:23:47,scroll,web,youtube,571
user_id 1,2026-04-10 21:42:57,purchase,web,instagram,179
user_id 1,2026-04-10 03:02:44,like,web,youtube,244
user_id 1,2026-04-10 14:23:46,click,web,whatsapp,60
user_id 1,2026-04-10 10:13:24,like,mobile,youtube,203
user_id 1,2026-04-10 10:27:14,app_open,web,youtube,49
user_id 1,2026-04-10 16:21:57,app_open,web,youtube,516
user_id 1,2026-04-10 14:30:13,purchase,mobile,instagram,579
user_id 1,2026-04-10 04:47:01,app_open,mobile,whatsapp,565
user_id 1,2026-04-10 19:51:28,scroll,web,instagram,192
user_id 1,2026-04-10 02:59:37,click,web,twitter,307
user_id 1,2026-04-10 19:48:32,scroll,web,instagram,42
user_id 1,2026-04-10 00:56:57,like,web,twitter,165
user_id 1,2026-04-10 09:58:27,app_open,mobile,youtube,418
user_id 1,2026-04-10 18:49:29,app_open,mobile,twitter,265
user_id 1,2026-04-10 15:02:01,scroll,web,whatsapp,166
user_id 1,2026-04-10 23:00:03,click,web,whatsapp,282
user_id 2,2026-04-01 07:01:39,scroll,web,whatsapp,210
user_id 2,2026-04-01 08:17:54,like,mobile,amazon,514
user_id 2,2026-04-01 18:21:19,purchase,web,youtube,38
user_id 2,2026-04-01 08:22:43,app_open,mobile,whatsapp,531
user_id 2,2026-04-01 11:10:39,app_open,mobile,instagram,220
user_id 2,2026-04-01 22:30:58,like,mobile,twitter,196
user_id 2,2026-04-01 19:06:46,click,mobile,amazon,67
user_id 2,2026-04-01 17:10:15,like,web,twitter,156
user_id 2,2026-04-01 06:16:10,purchase,web,youtube,43
user_id 2,2026-04-01 19:01:38,app_open,mobile,youtube,79
user_id 2,2026-04-01 08:48:22,scroll,mobile,youtube,582
user_id 2,2026-04-01 09:05:35,app_open,web,twitter,77
user_id 2,2026-04-01 08:52:37,scroll,web,twitter,173
user_id 2,2026-04-01 08:44:51,click,mobile,instagram,143
user_id 2,2026-04-01 23:22:56,click,web,twitter,509
user_id 2,2026-04-01 20:56:03,scroll,mobile,amazon,70
user_id 2,2026-04-01 02:50:05,app_open,web,whatsapp,444
user_id 2,2026-04-01 13:59:33,purchase,web,whatsapp,464
user_id 2,2026-04-01 01:54:08,purchase,mobile,youtube,519
user_id 2,2026-04-01 06:20:05,purchase,mobile,instagram,234
user_id 2,2026-04-02 18:17:48,scroll,web,twitter,309
user_id 2,2026-04-02 20:00:48,purchase,web,youtube,344
user_id 2,2026-04-02 02:29:57,app_open,mobile,youtube,358
user_id 2,2026-04-02 11:11:45,click,web,youtube,197
user_id 2,2026-04-02 15:24:30,click,web,amazon,60
user_id 2,2026-04-02 06:25:55,scroll,web,whatsapp,590
user_id 2,2026-04-02 16:38:19,scroll,web,twitter,437
user_id 2,2026-04-02 10:45:33,like,mobile,twitter,178
user_id 2,2026-04-02 19:45:57,click,web,twitter,9
user_id 2,2026-04-02 01:22:01,like,web,youtube,315
user_id 2,2026-04-02 14:12:02,purchase,mobile,twitter,24
user_id 2,2026-04-02 07:22:11,purchase,web,instagram,316
user_id 2,2026-04-02 00:15:26,purchase,mobile,amazon,553
user_id 2,2026-04-02 13:55:07,app_open,web,twitter,229
user_id 2,2026-04-02 10:46:04,click,web,whatsapp,542
user_id 2,2026-04-02 12:08:35,click,mobile,amazon,360
user_id 2,2026-04-02 11:46:43,purchase,web,whatsapp,421
user_id 2,2026-04-02 13:28:16,app_open,mobile,instagram,68
user_id 2,2026-04-02 19:27:21,click,web,instagram,363
user_id 2,2026-04-02 06:09:12,click,mobile,instagram,189
user_id 2,2026-04-03 17:49:30,scroll,mobile,twitter,364
user_id 2,2026-04-03 01:57:53,click,web,instagram,154
user_id 2,2026-04-03 15:14:27,click,mobile,instagram,491
user_id 2,2026-04-03 22:24:51,app_open,mobile,amazon,562
user_id 2,2026-04-03 02:26:32,like,mobile,twitter,186
user_id 2,2026-04-03 08:27:27,app_open,mobile,twitter,341
user_id 2,2026-04-03 00:16:51,purchase,web,instagram,88
user_id 2,2026-04-03 13:29:38,scroll,mobile,twitter,541
user_id 2,2026-04-03 12:17:04,scroll,mobile,whatsapp,351
user_id 2,2026-04-03 21:04:12,purchase,web,twitter,200
user_id 2,2026-04-03 22:39:25,purchase,mobile,instagram,26
user_id 2,2026-04-03 01:11:11,app_open,mobile,whatsapp,410
user_id 2,2026-04-04 02:09:39,like,web,whatsapp,568
user_id 2,2026-04-04 22:27:38,purchase,web,twitter,104
user_id 2,2026-04-04 18:07:37,purchase,mobile,amazon,44
user_id 2,2026-04-04 06:47:06,like,mobile,twitter,590
user_id 2,2026-04-04 00:57:27,like,web,twitter,23
user_id 2,2026-04-04 17:57:46,purchase,mobile,amazon,180
user_id 2,2026-04-04 05:00:00,scroll,web,instagram,167
user_id 2,2026-04-04 06:55:26,like,web,amazon,414
user_id 2,2026-04-04 06:39:46,click,web,twitter,596
user_id 2,2026-04-04 06:37:02,click,web,amazon,221
user_id 2,2026-04-04 00:00:06,click,web,whatsapp,103
user_id 2,2026-04-04 04:19:03,app_open,mobile,amazon,424
user_id 2,2026-04-04 13:56:17,app_open,mobile,amazon,509
user_id 2,2026-04-04 08:18:50,scroll,mobile,twitter,401
user_id 2,2026-04-04 05:39:57,app_open,web,instagram,31
user_id 2,2026-04-04 11:38:15,scroll,mobile,amazon,585
user_id 2,2026-04-04 21:15:03,click,web,whatsapp,241
user_id 2,2026-04-04 16:36:38,app_open,web,whatsapp,411
user_id 2,2026-04-04 13:59:00,click,mobile,amazon,110
user_id 2,2026-04-04 02:48:19,scroll,mobile,amazon,52
user_id 2,2026-04-05 10:36:48,like,mobile,whatsapp,307
user_id 2,2026-04-05 10:08:15,like,web,whatsapp,91
user_id 2,2026-04-05 19:08:09,like,mobile,whatsapp,314
user_id 2,2026-04-05 16:17:22,scroll,web,youtube,236
user_id 2,2026-04-05 19:39:29,like,mobile,youtube,49
user_id 2,2026-04-05 22:05:26,app_open,mobile,instagram,149
user_id 2,2026-04-05 18:00:12,scroll,mobile,twitter,263
user_id 2,2026-04-05 14:37:38,like,web,whatsapp,597
user_id 2,2026-04-05 12:49:17,scroll,web,youtube,193
user_id 2,2026-04-05 07:55:30,app_open,web,youtube,256
user_id 2,2026-04-05 03:53:50,purchase,web,instagram,498
user_id 2,2026-04-05 05:29:46,scroll,mobile,youtube,330
user_id 2,2026-04-06 11:45:22,click,mobile,youtube,577
user_id 2,2026-04-06 05:50:17,like,mobile,youtube,60
user_id 2,2026-04-06 08:57:32,purchase,web,instagram,502
user_id 2,2026-04-06 20:15:27,click,web,amazon,401
user_id 2,2026-04-06 22:20:59,scroll,web,twitter,131
user_id 2,2026-04-06 15:00:21,click,mobile,amazon,443
user_id 2,2026-04-06 17:19:35,click,mobile,whatsapp,312
user_id 2,2026-04-06 14:51:34,like,web,amazon,160
user_id 2,2026-04-06 19:47:07,like,web,twitter,421
user_id 2,2026-04-06 00:44:55,click,mobile,youtube,486
user_id 2,2026-04-06 03:37:14,click,mobile,whatsapp,466
user_id 2,2026-04-06 14:12:25,purchase,mobile,whatsapp,101
user_id 2,2026-04-06 18:37:28,scroll,web,twitter,114
user_id 2,2026-04-06 23:02:28,like,web,twitter,296
user_id 2,2026-04-06 07:39:08,app_open,web,instagram,487
user_id 2,2026-04-06 20:22:30,purchase,web,amazon,272
user_id 2,2026-04-07 17:02:42,like,mobile,amazon,558
user_id 2,2026-04-07 21:29:24,scroll,mobile,twitter,540
user_id 2,2026-04-07 09:49:45,click,mobile,instagram,482
user_id 2,2026-04-07 08:42:46,app_open,mobile,youtube,167
user_id 2,2026-04-07 17:56:51,click,mobile,twitter,177
user_id 2,2026-04-07 16:08:38,scroll,web,instagram,502
user_id 2,2026-04-07 18:15:03,purchase,web,whatsapp,89
user_id 2,2026-04-07 10:34:30,app_open,mobile,whatsapp,501
user_id 2,2026-04-07 14:25:34,app_open,mobile,instagram,321
user_id 2,2026-04-07 07:35:47,purchase,web,amazon,87
user_id 2,2026-04-07 20:40:51,app_open,web,whatsapp,211
user_id 2,2026-04-07 03:46:04,click,web,youtube,497
user_id 2,2026-04-07 16:01:21,app_open,web,instagram,559
user_id 2,2026-04-07 18:36:43,purchase,mobile,whatsapp,98
user_id 2,2026-04-08 15:41:22,like,web,amazon,506
user_id 2,2026-04-08 03:38:11,like,web,twitter,455
user_id 2,2026-04-08 19:00:53,like,web,youtube,21
user_id 2,2026-04-08 04:22:25,like,web,instagram,400
user_id 2,2026-04-08 00:19:59,like,mobile,whatsapp,33
user_id 2,2026-04-08 22:59:25,app_open,web,youtube,536
user_id 2,2026-04-08 19:13:38,click,mobile,amazon,391
user_id 2,2026-04-08 00:23:07,app_open,web,instagram,267
user_id 2,2026-04-08 15:22:33,click,web,instagram,548
user_id 2,2026-04-09 20:55:57,click,web,twitter,161
user_id 2,2026-04-09 16:38:30,purchase,web,amazon,403
user_id 2,2026-04-09 16:50:46,click,web,instagram,134
user_id 2,2026-04-09 12:59:40,like,mobile,whatsapp,151
user_id 2,2026-04-09 01:08:36,click,mobile,instagram,359
user_id 2,2026-04-09 11:22:49,like,mobile,twitter,545
user_id 2,2026-04-09 03:21:22,purchase,web,instagram,151
user_id 2,2026-04-09 22:28:28,app_open,web,twitter,428
user_id 2,2026-04-09 08:32:23,app_open,web,instagram,228
user_id 2,2026-04-09 04:53:14,app_open,mobile,twitter,308
user_id 2,2026-04-09 12:04:17,click,mobile,instagram,143
user_id 2,2026-04-09 12:15:00,scroll,mobile,youtube,220
user_id 2,2026-04-09 13:37:35,scroll,web,youtube,473
user_id 2,2026-04-09 21:13:49,app_open,web,instagram,140
user_id 2,2026-04-09 15:04:02,scroll,web,twitter,387
user_id 2,2026-04-09 05:37:25,like,web,amazon,189
user_id 2,2026-04-09 03:57:20,purchase,mobile,amazon,60
user_id 2,2026-04-09 12:07:55,scroll,web,instagram,467
user_id 2,2026-04-09 20:34:48,like,web,twitter,576
user_id 2,2026-04-10 18:36:37,purchase,web,instagram,233
user_id 2,2026-04-10 06:00:46,like,web,twitter,179
user_id 2,2026-04-10 06:49:20,scroll,web,whatsapp,558
user_id 2,2026-04-10 20:52:45,app_open,mobile,whatsapp,354
user_id 2,2026-04-10 13:39:15,app_open,web,instagram,12
user_id 2,2026-04-10 17:29:05,app_open,web,twitter,139
user_id 2,2026-04-10 21:09:13,scroll,mobile,instagram,213
user_id 2,2026-04-10 23:48:07,like,mobile,whatsapp,229
user_id 2,2026-04-10 13:13:32,purchase,mobile,whatsapp,10
user_id 2,2026-04-10 17:58:45,scroll,mobile,twitter,354
user_id 2,2026-04-10 05:30:37,scroll,web,whatsapp,226
user_id 2,2026-04-10 18:29:05,like,web,whatsapp,299
user_id 2,2026-04-10 14:01:48,purchase,mobile,twitter,489
user_id 2,2026-04-10 08:18:08,scroll,web,amazon,527
user_id 2,2026-04-10 23:09:24,click,web,youtube,341
user_id 2,2026-04-10 05:38:26,purchase,web,instagram,476
user_id 3,2026-04-01 07:27:18,scroll,mobile,youtube,127
user_id 3,2026-04-01 15:02:17,like,mobile,twitter,453
user_id 3,2026-04-01 08:10:18,purchase,mobile,instagram,250
user_id 3,2026-04-01 06:09:24,scroll,web,youtube,71
user_id 3,2026-04-01 15:25:20,scroll,web,instagram,132
user_id 3,2026-04-01 06:10:14,click,web,whatsapp,452
user_id 3,2026-04-02 04:09:23,app_open,web,instagram,256
user_id 3,2026-04-02 11:39:58,like,mobile,twitter,576
user_id 3,2026-04-02 18:08:31,like,web,amazon,173
user_id 3,2026-04-02 17:27:43,scroll,mobile,instagram,371
user_id 3,2026-04-02 19:38:12,app_open,web,whatsapp,363
user_id 3,2026-04-02 21:08:11,like,web,youtube,578
user_id 3,2026-04-02 04:23:00,like,web,twitter,232
user_id 3,2026-04-02 00:22:02,app_open,mobile,amazon,21
user_id 3,2026-04-03 01:25:36,scroll,mobile,amazon,476
user_id 3,2026-04-03 22:21:52,scroll,mobile,twitter,306
user_id 3,2026-04-03 12:18:31,app_open,mobile,whatsapp,585
user_id 3,2026-04-03 17:41:47,purchase,web,instagram,245
user_id 3,2026-04-03 13:51:47,app_open,web,whatsapp,193
user_id 3,2026-04-04 09:23:20,purchase,mobile,amazon,54
user_id 3,2026-04-04 11:09:03,purchase,mobile,youtube,582
user_id 3,2026-04-04 00:30:38,like,web,whatsapp,582
user_id 3,2026-04-04 06:37:28,app_open,web,twitter,178
user_id 3,2026-04-04 09:17:20,scroll,web,twitter,459
user_id 3,2026-04-04 08:00:03,click,web,instagram,52
user_id 3,2026-04-04 19:09:31,scroll,web,twitter,211
user_id 3,2026-04-04 12:22:57,click,web,whatsapp,373
user_id 3,2026-04-04 13:26:25,scroll,web,whatsapp,182
user_id 3,2026-04-04 05:41:51,scroll,mobile,whatsapp,390
user_id 3,2026-04-04 14:14:07,click,web,instagram,340
user_id 3,2026-04-04 04:18:34,purchase,mobile,twitter,41
user_id 3,2026-04-05 07:19:16,purchase,mobile,instagram,262
user_id 3,2026-04-05 11:07:49,like,web,twitter,164
user_id 3,2026-04-05 12:14:16,click,mobile,twitter,548
user_id 3,2026-04-05 19:24:46,like,mobile,whatsapp,299
user_id 3,2026-04-05 13:22:03,scroll,web,youtube,53
user_id 3,2026-04-05 03:50:51,purchase,mobile,instagram,95
user_id 3,2026-04-05 23:14:01,like,web,twitter,189
user_id 3,2026-04-05 23:35:50,app_open,mobile,whatsapp,503
user_id 3,2026-04-05 10:57:14,purchase,mobile,whatsapp,514
user_id 3,2026-04-05 08:00:21,like,mobile,instagram,73
user_id 3,2026-04-05 18:32:25,click,web,youtube,505
user_id 3,2026-04-05 16:00:09,purchase,web,amazon,466
user_id 3,2026-04-05 18:45:35,click,mobile,instagram,528
user_id 3,2026-04-05 11:57:44,click,web,amazon,466
user_id 3,2026-04-05 19:29:11,click,web,twitter,491
user_id 3,2026-04-05 18:36:24,click,web,whatsapp,393
user_id 3,2026-04-06 12:15:31,app_open,mobile,instagram,13
user_id 3,2026-04-06 06:49:54,scroll,mobile,whatsapp,402
user_id 3,2026-04-06 02:38:06,app_open,web,twitter,332
user_id 3,2026-04-06 16:04:45,app_open,web,amazon,190
user_id 3,2026-04-06 03:27:17,click,mobile,youtube,116
user_id 3,2026-04-07 01:29:54,click,web,whatsapp,282
user_id 3,2026-04-07 06:03:43,like,mobile,whatsapp,111
user_id 3,2026-04-07 18:52:12,like,mobile,twitter,336
user_id 3,2026-04-07 07:43:31,click,mobile,twitter,588
user_id 3,2026-04-07 20:17:47,scroll,mobile,youtube,487
user_id 3,2026-04-07 15:36:59,scroll,mobile,twitter,227
user_id 3,2026-04-07 11:02:05,like,web,amazon,193
user_id 3,2026-04-07 09:06:23,like,web,twitter,288
user_id 3,2026-04-07 18:16:38,purchase,mobile,twitter,24
user_id 3,2026-04-07 03:24:18,app_open,mobile,instagram,482
user_id 3,2026-04-07 05:56:57,scroll,mobile,instagram,133
user_id 3,2026-04-07 07:21:44,app_open,web,whatsapp,314
user_id 3,2026-04-07 19:23:55,purchase,mobile,amazon,147
user_id 3,2026-04-07 20:44:52,like,web,youtube,534
user_id 3,2026-04-07 07:43:17,purchase,mobile,instagram,282
user_id 3,2026-04-08 10:55:30,scroll,web,youtube,499
user_id 3,2026-04-08 03:51:39,app_open,web,whatsapp,181
user_id 3,2026-04-08 01:49:35,app_open,mobile,amazon,546
user_id 3,2026-04-08 10:41:24,app_open,mobile,instagram,414
user_id 3,2026-04-08 19:16:16,like,mobile,amazon,436
user_id 3,2026-04-08 11:07:51,purchase,mobile,youtube,546
user_id 3,2026-04-08 18:54:11,app_open,web,amazon,565
user_id 3,2026-04-08 06:48:22,purchase,web,whatsapp,258
user_id 3,2026-04-08 16:16:36,like,mobile,instagram,94
user_id 3,2026-04-09 08:24:34,scroll,web,youtube,491
user_id 3,2026-04-09 01:22:25,scroll,web,twitter,124
user_id 3,2026-04-09 23:25:45,purchase,mobile,amazon,208
user_id 3,2026-04-09 09:52:35,click,web,youtube,17
user_id 3,2026-04-09 13:48:14,like,web,youtube,358
user_id 3,2026-04-09 03:05:43,scroll,web,instagram,301
user_id 3,2026-04-09 17:38:53,like,web,whatsapp,12
user_id 3,2026-04-09 05:37:00,scroll,mobile,amazon,269
user_id 3,2026-04-09 16:51:20,app_open,web,instagram,505
user_id 3,2026-04-09 21:57:26,app_open,web,whatsapp,246
user_id 3,2026-04-09 08:46:23,like,web,instagram,274
user_id 3,2026-04-09 02:09:14,app_open,mobile,instagram,530
user_id 3,2026-04-09 15:17:49,purchase,web,whatsapp,564
user_id 3,2026-04-09 21:16:40,click,mobile,twitter,48
user_id 3,2026-04-09 05:37:16,purchase,web,whatsapp,274
user_id 3,2026-04-09 08:31:17,app_open,mobile,youtube,219
user_id 3,2026-04-09 02:44:16,scroll,mobile,amazon,300
user_id 3,2026-04-10 02:52:35,click,web,twitter,398
user_id 3,2026-04-10 16:29:03,like,mobile,whatsapp,594
user_id 3,2026-04-10 13:41:00,like,web,youtube,555
user_id 3,2026-04-10 13:23:23,click,web,instagram,419
user_id 3,2026-04-10 02:19:57,purchase,mobile,twitter,495
user_id 3,2026-04-10 13:08:20,like,web,amazon,591
user_id 3,2026-04-10 00:13:57,scroll,mobile,whatsapp,500
user_id 4,2026-04-01 04:45:01,like,mobile,instagram,300
user_id 4,2026-04-01 07:27:48,app_open,web,instagram,415
user_id 4,2026-04-01 17:19:58,click,mobile,youtube,106
user_id 4,2026-04-01 11:47:42,purchase,mobile,whatsapp,158
user_id 4,2026-04-01 15:05:07,like,mobile,twitter,396
user_id 4,2026-04-01 02:07:22,purchase,mobile,instagram,59
user_id 4,2026-04-01 05:09:44,like,mobile,amazon,428
user_id 4,2026-04-01 17:23:10,click,mobile,instagram,299
user_id 4,2026-04-02 02:31:11,click,web,amazon,161
user_id 4,2026-04-02 22:53:16,like,mobile,instagram,440
user_id 4,2026-04-02 03:52:27,purchase,web,youtube,301
user_id 4,2026-04-02 00:04:02,app_open,web,twitter,395
user_id 4,2026-04-02 12:52:00,click,mobile,twitter,182
user_id 4,2026-04-02 03:03:06,click,web,youtube,148
user_id 4,2026-04-02 07:23:43,click,mobile,amazon,54
user_id 4,2026-04-03 16:02:30,like,web,amazon,54
user_id 4,2026-04-03 00:05:33,app_open,mobile,amazon,94
user_id 4,2026-04-03 18:47:40,app_open,mobile,amazon,227
user_id 4,2026-04-03 09:50:25,app_open,web,youtube,201
user_id 4,2026-04-03 02:38:56,app_open,web,whatsapp,196
user_id 4,2026-04-03 22:29:03,app_open,web,twitter,95
user_id 4,2026-04-03 21:44:02,like,mobile,amazon,521
user_id 4,2026-04-03 02:34:41,app_open,web,whatsapp,130
user_id 4,2026-04-03 22:43:09,click,mobile,whatsapp,398
user_id 4,2026-04-03 20:16:40,scroll,web,youtube,206
user_id 4,2026-04-03 20:26:19,click,web,whatsapp,598
user_id 4,2026-04-03 19:32:58,like,web,whatsapp,160
user_id 4,2026-04-04 20:32:53,click,mobile,youtube,532
user_id 4,2026-04-04 14:03:05,like,web,twitter,284
user_id 4,2026-04-04 14:23:01,purchase,web,instagram,72
user_id 4,2026-04-04 12:03:30,click,web,whatsapp,391
user_id 4,2026-04-04 17:11:17,like,mobile,instagram,255
user_id 4,2026-04-04 08:03:09,scroll,mobile,amazon,522
user_id 4,2026-04-04 16:43:39,click,mobile,youtube,171
user_id 4,2026-04-04 13:13:55,scroll,web,youtube,322
user_id 4,2026-04-04 19:42:54,app_open,mobile,instagram,270
user_id 4,2026-04-04 20:55:29,click,web,amazon,422
user_id 4,2026-04-04 21:50:34,like,mobile,youtube,235
user_id 4,2026-04-04 12:34:35,click,web,youtube,338
user_id 4,2026-04-04 02:38:17,like,web,twitter,324
user_id 4,2026-04-04 04:50:33,purchase,mobile,instagram,192
user_id 4,2026-04-04 03:51:26,scroll,mobile,twitter,285
user_id 4,2026-04-04 01:34:09,app_open,web,twitter,257
user_id 4,2026-04-05 22:30:51,app_open,web,youtube,584
user_id 4,2026-04-05 10:37:53,click,web,youtube,33
user_id 4,2026-04-05 05:10:52,like,mobile,amazon,402
user_id 4,2026-04-05 23:16:00,click,web,youtube,498
user_id 4,2026-04-05 16:10:38,click,web,twitter,117
user_id 4,2026-04-05 12:44:02,scroll,web,twitter,278
user_id 4,2026-04-05 09:56:54,like,mobile,instagram,379
user_id 4,2026-04-05 10:49:42,like,web,twitter,174
user_id 4,2026-04-06 22:00:12,purchase,web,twitter,226
user_id 4,2026-04-06 21:20:07,like,web,twitter,344
user_id 4,2026-04-06 00:55:04,like,mobile,instagram,299
user_id 4,2026-04-06 04:16:49,purchase,web,twitter,132
user_id 4,2026-04-06 04:40:53,purchase,web,twitter,225
user_id 4,2026-04-06 10:59:04,app_open,mobile,whatsapp,394
user_id 4,2026-04-06 10:03:18,scroll,web,instagram,190
user_id 4,2026-04-06 05:23:16,click,mobile,instagram,284
user_id 4,2026-04-07 01:40:38,purchase,mobile,youtube,164
user_id 4,2026-04-07 00:21:07,like,web,instagram,63
user_id 4,2026-04-07 05:58:29,click,web,youtube,28
user_id 4,2026-04-07 03:30:31,scroll,mobile,whatsapp,540
user_id 4,2026-04-07 03:02:55,purchase,web,amazon,67
user_id 4,2026-04-07 04:30:26,scroll,web,whatsapp,140
user_id 4,2026-04-08 00:25:17,scroll,web,twitter,513
user_id 4,2026-04-08 06:13:06,like,mobile,instagram,181
user_id 4,2026-04-08 22:45:35,scroll,web,whatsapp,579
user_id 4,2026-04-08 06:52:53,scroll,web,amazon,120
